,Country Name,Country Code,Year,Number of Arrivals,Outbound Visitor Expenditure (current US$),Number of Departures,Inbound Visitor Expenditures (current US$)
679,Vietnam,VNM,2016,10013000.0,4500000000.0,,8500000000.0
680,South Africa,ZAF,2016,15121000.0,5354000000.0,,8807000000.0
681,Zimbabwe,ZWE,2016,2168000.0,406000000.0,3192000.0,194000000.0
682,Albania,ALB,2017,5118000.0,1473000000.0,5186000.0,2050000000.0
683,Andorra,AND,2017,8152000.0,,,
685,United Arab Emirates,ARE,2017,21805000.0,17644699218.75,18866000.0,29705500000.0
686,Argentina,ARG,2017,6711000.0,14180000000.0,21583000.0,5830000000.0
687,Australia,AUS,2017,8815000.0,39710000000.0,10932000.0,43975000000.0
688,Austria,AUT,2017,29460000.0,12878000000.0,11491000.0,22424000000.0
689,Azerbaijan,AZE,2017,2697000.0,2803000000.0,4109000.0,3214000000.0
690,Belgium,BEL,2017,8385000.0,17835000000.0,12142000.0,9636000000.0
691,Bulgaria,BGR,2017,11596000.0,2047000000.0,6228000.0,4663000000.0
692,Bahrain,BHR,2017,11374000.0,3178000000.0,3136000.0,4380000000.0
693,Bahamas,BHS,2017,6136000.0,554000000.0,,2951000000.0
694,Belarus,BLR,2017,11060000.0,1082000000.0,9209000.0,1124500000.0
695,Brazil,BRA,2017,6589000.0,22991000000.0,10610000.0,6175000000.0
696,Brunei,BRN,2017,4316000.0,504000000.0,,177000000.0
697,Canada,CAN,2017,31081000.0,,54955000.0,
698,Switzerland,CHE,2017,11133000.0,21501000000.0,22481000.0,20399000000.0
699,Chile,CHL,2017,7621000.0,3093000000.0,4367000.0,4115000000.0
700,China,CHN,2017,153260000.0,,143035000.0,
701,Côte d'Ivoire,CIV,2017,1800000.0,564000000.0,,509000000.0
702,Colombia,COL,2017,4056000.0,5136000000.0,4017000.0,5899000000.0
703,Costa Rica,CRI,2017,3231000.0,1322000000.0,1150000.0,3758000000.0
704,Cuba,CUB,2017,4654000.0,,459000.0,3302000000.0
705,Cayman Is.,CYM,2017,2147000.0,271000000.0,,832000000.0
706,Cyprus,CYP,2017,3750000.0,1378000000.0,1407000.0,3274000000.0
707,Czechia,CZE,2017,34701000.0,5533000000.0,6775000.0,7695000000.0
708,Germany,DEU,2017,37452000.0,97163000000.0,92402000.0,55750000000.0
709,Denmark,DNK,2017,30736000.0,9804000000.0,8087000.0,8508000000.0
710,Dominican Rep.,DOM,2017,7296000.0,940000000.0,522000.0,7184000000.0
711,Algeria,DZA,2017,2451000.0,632000000.0,5058000.0,171000000.0
712,Ecuador,ECU,2017,1806000.0,1463000000.0,1347000.0,2018000000.0
713,Egypt,EGY,2017,8292000.0,2419000000.0,,8636000000.0
714,Spain,ESP,2017,121717000.0,,20274000.0,
715,Estonia,EST,2017,6145000.0,1395000000.0,1279000.0,2124000000.0
716,Finland,FIN,2017,3180000.0,6740000000.0,10480000.0,5210000000.0
717,France,FRA,2017,207274000.0,53787000000.0,44265000.0,67717000000.0
718,United Kingdom,GBR,2017,41080000.0,,87242000.0,
719,Georgia,GEO,2017,6483000.0,853000000.0,3851000.0,2971000000.0
720,Greece,GRC,2017,30161000.0,3306000000.0,7685000.0,19139000000.0
721,Guatemala,GTM,2017,2120000.0,1066000000.0,1328000.0,1217599975.58594
722,Hong Kong,HKG,2017,58472000.0,25388000000.0,91304000.0,38170000000.0
723,Honduras,HND,2017,2144000.0,517000000.0,727000.0,610000000.0
724,Croatia,HRV,2017,59238000.0,1410000000.0,2597000.0,10534000000.0
725,Hungary,HUN,2017,54962000.0,3049000000.0,20297000.0,8448000000.0
726,Indonesia,IDN,2017,14040000.0,10945000000.0,8856000.0,14691000000.0
727,India,IND,2017,15543000.0,21856000000.0,23943000.0,27878000000.0
728,Ireland,IRL,2017,10338000.0,6616000000.0,8171000.0,14294000000.0
729,"Iran, Islamic Rep.",IRN,2017,4867000.0,12568000000.0,10543000.0,4531000000.0
730,Iceland,ISL,2017,2353000.0,,619000.0,
731,Israel,ISR,2017,3863000.0,8985000000.0,7597000.0,7602000000.0
732,Italy,ITA,2017,89931000.0,34819000000.0,60042000.0,46719000000.0
733,Jamaica,JAM,2017,4276000.0,455000000.0,,
734,Jordan,JOR,2017,4565000.0,1496000000.0,1592000.0,5549000000.0
735,Japan,JPN,2017,28691000.0,25774000000.0,17889000.0,36978000000.0
736,Kazakhstan,KAZ,2017,7701000.0,2695000000.0,10261000.0,2356000000.0
737,Kyrgyzstan,KGZ,2017,4568000.0,422000000.0,4446000.0,480000000.0
738,Cambodia,KHM,2017,5602000.0,919000000.0,1752000.0,4024000000.0
739,South Korea,KOR,2017,13336000.0,34453000000.0,26496000.0,17173000000.0
740,Kuwait,KWT,2017,7407000.0,13722000000.0,,643000000.0
741,Laos,LAO,2017,3869000.0,930000000.0,3049000.0,655000000.0
742,Lithuania,LTU,2017,5590000.0,,4294000.0,
743,Latvia,LVA,2017,7726000.0,,2055000.0,
744,Macao,MAC,2017,32611000.0,1702000000.0,1391000.0,36595000000.0
745,Morocco,MAR,2017,11540000.0,2829000000.0,1849000.0,9086000000.0
746,Mexico,MEX,2017,99349000.0,13647000000.0,94274000.0,22467000000.0
747,Malta,MLT,2017,2944000.0,,633000.0,
748,Myanmar,MMR,2017,3443000.0,136000000.0,,1988000000.0
749,Montenegro,MNE,2017,1877000.0,91000000.0,,1110000000.0
750,Malaysia,MYS,2017,25948000.0,12145000000.0,,20311000000.0
751,Netherlands,NLD,2017,17924000.0,22301099609.375,20763000.0,21844699218.75
752,Norway,NOR,2017,6252000.0,17489000000.0,8170000.0,6565000000.0
753,New Zealand,NZL,2017,3723000.0,4463000000.0,2853000.0,10594000000.0
754,Oman,OMN,2017,3178000.0,2915000000.0,6368000.0,2629000000.0
755,Panama,PAN,2017,2517000.0,1132000000.0,869000.0,6827000000.0
756,Peru,PER,2017,4992000.0,2893000000.0,2875000.0,4439000000.0
757,Philippines,PHL,2017,6621000.0,12442000000.0,,8349000000.0
758,Poland,POL,2017,83804000.0,9420000000.0,46700000.0,13925000000.0
759,Puerto Rico,PRI,2017,4927000.0,1072000000.0,792000.0,3868000000.0
760,Portugal,PRT,2017,15432000.0,5509000000.0,2195000.0,21586000000.0
761,Paraguay,PRY,2017,4744000.0,545000000.0,1548000.0,399000000.0
762,Qatar,QAT,2017,2256000.0,12284000000.0,,15757000000.0
763,Romania,ROU,2017,10926000.0,4955000000.0,19953000.0,3553000000.0
764,Russia,RUS,2017,24390000.0,35584000000.0,39629000.0,14938000000.0
765,Saudi Arabia,SAU,2017,18607000.0,19065000000.0,28748000.0,15020000000.0
766,Singapore,SGP,2017,17425000.0,24588000000.0,9889000.0,19891000000.0
767,El Salvador,SLV,2017,2247000.0,466000000.0,1871000.0,1227000000.0
768,Slovenia,SVN,2017,3991000.0,1641099975.58594,5410000.0,3055100097.65625
769,Sweden,SWE,2017,7054000.0,,22121000.0,
770,Syrian Arab Republic,SYR,2017,1291000.0,,,
771,Thailand,THA,2017,35592000.0,12676000000.0,8963000.0,57057000000.0
772,Tunisia,TUN,2017,7052000.0,871000000.0,,1782000000.0
773,Turkiye,TUR,2017,37970000.0,5865000000.0,8887000.0,31993000000.0
774,Ukraine,UKR,2017,14579000.0,7536000000.0,27067000.0,2019000000.0
775,Uruguay,URY,2017,4219000.0,1222000000.0,1789000.0,2924000000.0
776,United States of America,USA,2017,174291750.0,158287000000.0,148045000.0,233758000000.0
777,Uzbekistan,UZB,2017,2690000.0,2107000000.0,5182000.0,835000000.0
778,Virgin Islands (U.S.),VIR,2017,1954000.0,,,1202000000.0
779,Vietnam,VNM,2017,12922000.0,5040000000.0,,8890000000.0
780,South Africa,ZAF,2017,14975000.0,6068000000.0,,9706000000.0
781,Zimbabwe,ZWE,2017,2423000.0,337000000.0,2768000.0,158000000.0
782,Albania,ALB,2018,5927000.0,1750000000.0,5415000.0,2306000000.0
783,Andorra,AND,2018,8328000.0,,,
785,United Arab Emirates,ARE,2018,23092000.0,18004099609.375,18967000.0,34609500000.0
786,Argentina,ARG,2018,6942000.0,13084000000.0,18411000.0,5999000000.0
787,Australia,AUS,2018,9246000.0,42439000000.0,11403000.0,47327000000.0
788,Austria,AUT,2018,30816000.0,14109000000.0,11043000.0,25413000000.0
789,Azerbaijan,AZE,2018,2850000.0,2453000000.0,4908000.0,2830000000.0
790,Belgium,BEL,2018,9119000.0,20789000000.0,13098000.0,10319000000.0
791,Bulgaria,BGR,2018,12368000.0,2247000000.0,6699000.0,5061000000.0
792,Bahrain,BHR,2018,12045000.0,2522000000.0,2868000.0,3834000000.0
793,Bahamas,BHS,2018,6622000.0,519000000.0,,3756000000.0
794,Belarus,BLR,2018,11502000.0,1170000000.0,9326000.0,1221000000.0
795,Brazil,BRA,2018,6621000.0,22229000000.0,10628000.0,6324000000.0
796,Brunei,BRN,2018,4521000.0,585000000.0,,190000000.0
797,Canada,CAN,2018,31274000.0,,38069000.0,
798,Switzerland,CHE,2018,11715000.0,21441000000.0,24572000.0,21294000000.0
799,Chile,CHL,2018,6603000.0,3124000000.0,4605000.0,3911000000.0
800,China,CHN,2018,158606000.0,,149720000.0,
801,Côte d'Ivoire,CIV,2018,1965000.0,625000000.0,,551000000.0
802,Colombia,COL,2018,4397000.0,5531000000.0,4368000.0,6655000000.0
803,Costa Rica,CRI,2018,3313000.0,1198000000.0,1079000.0,4073000000.0
804,Cuba,CUB,2018,4712000.0,,552000.0,2783000000.0
805,Cayman Is.,CYM,2018,2384000.0,284000000.0,,911000000.0
806,Cyprus,CYP,2018,4024000.0,1569000000.0,1446000.0,3449000000.0
807,Czechia,CZE,2018,36268000.0,6074000000.0,7390000.0,8283000000.0
808,Germany,DEU,2018,38881000.0,103502000000.0,108542000.0,59446000000.0
809,Denmark,DNK,2018,30801000.0,10485000000.0,7475000.0,9097000000.0
810,Dominican Rep.,DOM,2018,7551000.0,1006000000.0,514000.0,7561000000.0
811,Algeria,DZA,2018,2657000.0,542000000.0,5610000.0,196500000.0
812,Ecuador,ECU,2018,2535000.0,1523000000.0,1402000.0,2279000000.0
813,Egypt,EGY,2018,11346000.0,2897000000.0,,12704000000.0
814,Spain,ESP,2018,124456000.0,,22287000.0,
815,Estonia,EST,2018,6033000.0,1647000000.0,2069000.0,2326000000.0
816,Finland,FIN,2018,3224000.0,7223000000.0,10480000.0,5762000000.0
817,France,FRA,2018,211998000.0,59131000000.0,48069000.0,72518000000.0
818,United Kingdom,GBR,2018,40283000.0,,90571000.0,
819,Georgia,GEO,2018,7203000.0,960000000.0,3698000.0,3518000000.0
820,Greece,GRC,2018,33072000.0,3910000000.0,7961000.0,21594000000.0
821,Guatemala,GTM,2018,2406000.0,1105000000.0,1538000.0,1235099975.58594
822,Hong Kong,HKG,2018,65148000.0,26498000000.0,92214000.0,42313000000.0
823,Honduras,HND,2018,2323000.0,558000000.0,703000.0,601000000.0
824,Croatia,HRV,2018,57668000.0,1741000000.0,2980000.0,11348000000.0
825,Hungary,HUN,2018,57667000.0,3239000000.0,22805000.0,9618000000.0
826,Indonesia,IDN,2018,15810000.0,13171000000.0,9468000.0,17915000000.0
827,India,IND,2018,17423000.0,25790000000.0,26296000.0,29143000000.0
828,Ireland,IRL,2018,10926000.0,7541000000.0,8643000.0,15276000000.0
829,"Iran, Islamic Rep.",IRN,2018,7295000.0,9271000000.0,7243000.0,5252000000.0
830,Iceland,ISL,2018,2488000.0,,668000.0,
831,Israel,ISR,2018,4389000.0,9975000000.0,8473000.0,8048000000.0
832,Italy,ITA,2018,93228601.5625,37644000000.0,61194601.5625,51602000000.0
833,Jamaica,JAM,2018,4319000.0,505000000.0,,
834,Jordan,JOR,2018,4922000.0,1493000000.0,1501000.0,6221000000.0
835,Japan,JPN,2018,31191000.0,28097000000.0,18954000.0,45276000000.0
836,Kazakhstan,KAZ,2018,8789000.0,2852000000.0,10646000.0,2651000000.0
837,Kyrgyzstan,KGZ,2018,6947000.0,451000000.0,6839000.0,518000000.0
838,Cambodia,KHM,2018,6201000.0,1080000000.0,1995000.0,4832000000.0
839,South Korea,KOR,2018,15347000.0,38022000000.0,28696000.0,23104000000.0
840,Kuwait,KWT,2018,8508000.0,14318000000.0,,919000000.0
841,Laos,LAO,2018,4186000.0,1005000000.0,3207000.0,833000000.0
842,Lithuania,LTU,2018,6115000.0,,4702000.0,
843,Latvia,LVA,2018,7775000.0,,2175000.0,
844,Macao,MAC,2018,35804000.0,1941000000.0,1780000.0,41478000000.0
845,Morocco,MAR,2018,12489000.0,2987000000.0,1923000.0,9520000000.0
846,Mexico,MEX,2018,96497000.0,14074000000.0,86280000.0,23802000000.0
847,Malta,MLT,2018,3232000.0,,728000.0,
848,Myanmar,MMR,2018,3551000.0,118000000.0,,1670000000.0
849,Montenegro,MNE,2018,2077000.0,73000000.0,,1224000000.0
850,Malaysia,MYS,2018,25832000.0,13207000000.0,,21775000000.0
851,Netherlands,NLD,2018,18780000.0,23359300781.25,20981000.0,23919099609.375
852,Norway,NOR,2018,5688000.0,18307000000.0,8110000.0,7280000000.0
853,New Zealand,NZL,2018,3858000.0,4603000000.0,3038000.0,10961000000.0
854,Oman,OMN,2018,3242000.0,3210000000.0,5975000.0,2874000000.0
855,Panama,PAN,2018,2487000.0,1395000000.0,1020000.0,7139000000.0
856,Peru,PER,2018,5384000.0,3353000000.0,3078000.0,4505000000.0
857,Philippines,PHL,2018,7168000.0,12474000000.0,,9715000000.0
858,Poland,POL,2018,85946000.0,10367000000.0,48600000.0,15569000000.0
859,Puerto Rico,PRI,2018,4260000.0,893000000.0,,3303000000.0
860,Portugal,PRT,2018,16186000.0,6427000000.0,2486000.0,24366000000.0
861,Paraguay,PRY,2018,4183000.0,549000000.0,1266000.0,393000000.0
862,Qatar,QAT,2018,1819000.0,11754000000.0,,15239000000.0
863,Romania,ROU,2018,11720000.0,6109000000.0,21039000.0,3879000000.0
864,Russia,RUS,2018,24551000.0,38791000000.0,41964000.0,18735000000.0
865,Saudi Arabia,SAU,2018,17570000.0,17939000000.0,27425000.0,16974000000.0
866,Singapore,SGP,2018,18508000.0,25346000000.0,10378000.0,20416000000.0
867,El Salvador,SLV,2018,2536000.0,490000000.0,1788000.0,1370000000.0
868,Slovenia,SVN,2018,4425000.0,1864300048.82813,5409000.0,3377500000.0
869,Sweden,SWE,2018,7440000.0,,19939000.0,
870,Syrian Arab Republic,SYR,2018,1802000.0,,,
871,Thailand,THA,2018,38178000.0,14406000000.0,9966000.0,61383000000.0
872,Tunisia,TUN,2018,8299000.0,954000000.0,2515000.0,2320000000.0
873,Turkiye,TUR,2018,46113000.0,6068000000.0,8383000.0,36791000000.0
874,Ukraine,UKR,2018,14342000.0,8287000000.0,27977000.0,2269000000.0
875,Uruguay,URY,2018,3954000.0,1252000000.0,1947000.0,2708000000.0
876,United States of America,USA,2018,169324921.875,176818000000.0,158445406.25,241984000000.0
877,Uzbekistan,UZB,2018,5346000.0,2722000000.0,8594000.0,1314000000.0
878,Virgin Islands (U.S.),VIR,2018,1922000.0,,,993000000.0
879,Vietnam,VNM,2018,15498000.0,5910000000.0,,10080000000.0
880,South Africa,ZAF,2018,15004000.0,6348000000.0,,9789000000.0
881,Zimbabwe,ZWE,2018,2580000.0,269000000.0,2288000.0,191000000.0
882,Albania,ALB,2019,6406000.0,1852000000.0,5922000.0,2458000000.0
883,Andorra,AND,2019,8235000.0,187000000.0,,1910000000.0
885,United Arab Emirates,ARE,2019,25282000.0,18382000000.0,18906000.0,38413300781.25
886,Argentina,ARG,2019,7399000.0,9845000000.0,15352000.0,5654000000.0
887,Australia,AUS,2019,9466000.0,41345000000.0,11624000.0,47953000000.0
888,Austria,AUT,2019,31884000.0,13922000000.0,11902000.0,25924000000.0
889,Azerbaijan,AZE,2019,3170000.0,1839000000.0,5568000.0,2004099975.58594
890,Belgium,BEL,2019,9343000.0,20998000000.0,14191000.0,10581000000.0
891,Bulgaria,BGR,2019,12552000.0,2196000000.0,7007000.0,4832000000.0
892,Bahrain,BHR,2019,11061000.0,2637000000.0,2950000.0,3860000000.0
893,Bahamas,BHS,2019,7250000.0,514000000.0,,4150000000.0
894,Belarus,BLR,2019,11832000.0,1224500000.0,9221000.0,1290000000.0
895,Brazil,BRA,2019,6353000.0,21178000000.0,,6127000000.0
896,Brunei,BRN,2019,4449000.0,,,
897,Canada,CAN,2019,32430000.0,,37845898.4375,
898,Switzerland,CHE,2019,11818000.0,21097000000.0,19797000.0,21257000000.0
899,Chile,CHL,2019,5431000.0,3142000000.0,4091000.0,3279000000.0
900,China,CHN,2019,162538000.0,,154632000.0,
901,Côte d'Ivoire,CIV,2019,2070000.0,702000000.0,,550500000.0
902,Colombia,COL,2019,4531000.0,5658000000.0,4479000.0,6784000000.0
903,Costa Rica,CRI,2019,3366000.0,1330000000.0,1153000.0,4282000000.0
904,Cuba,CUB,2019,4276000.0,,650000.0,2645000000.0
905,Cayman Is.,CYM,2019,2334000.0,299000000.0,,964000000.0
906,Cyprus,CYP,2019,4117000.0,1596000000.0,1578000.0,3245000000.0
907,Czechia,CZE,2019,37202000.0,6034000000.0,7346000.0,7967000000.0
908,Germany,DEU,2019,39563000.0,101231000000.0,99533000.0,58372000000.0
909,Denmark,DNK,2019,33093000.0,,9088000.0,
910,Dominican Rep.,DOM,2019,7550000.0,1060000000.0,532000.0,
911,Algeria,DZA,2019,2371000.0,670000000.0,5732000.0,140000000.0
912,Ecuador,ECU,2019,2108000.0,1650000000.0,1515000.0,2288000000.0
913,Egypt,EGY,2019,13026000.0,3718000000.0,,14256000000.0
914,Spain,ESP,2019,126170000.0,,22816000.0,
915,Estonia,EST,2019,6103000.0,1808000000.0,1702000.0,2310000000.0
916,Finland,FIN,2019,3290000.0,6841000000.0,10440000.0,5944000000.0
917,France,FRA,2019,217877000.0,59751000000.0,49276000.0,70776000000.0
918,United Kingdom,GBR,2019,40857000.0,,93086000.0,
919,Georgia,GEO,2019,7726000.0,1124000000.0,3780000.0,3551000000.0
920,Greece,GRC,2019,34005000.0,4211000000.0,7848000.0,23003000000.0
921,Guatemala,GTM,2019,2560000.0,1128000000.0,1703000.0,1227199951.17188
922,Hong Kong,HKG,2019,55913000.0,,94715000.0,32697000000.0
923,Honduras,HND,2019,2315000.0,655000000.0,,556000000.0
924,Croatia,HRV,2019,60021000.0,1811000000.0,3500000.0,11974000000.0
925,Hungary,HUN,2019,61397000.0,3352000000.0,24860000.0,10225000000.0
926,Indonesia,IDN,2019,16107000.0,14449000000.0,11689000.0,18405000000.0
927,India,IND,2019,17914000.0,28595000000.0,26915000.0,31661000000.0
928,Ireland,IRL,2019,10951000.0,8156000000.0,9350000.0,14808000000.0
929,"Iran, Islamic Rep.",IRN,2019,9107000.0,,,
930,Iceland,ISL,2019,2202000.0,,611000.0,
931,Israel,ISR,2019,4905000.0,10389000000.0,9179000.0,8459000000.0
932,Italy,ITA,2019,95399000.0,37908000000.0,62207000.0,51910000000.0
933,Jamaica,JAM,2019,4233000.0,508000000.0,,
934,Jordan,JOR,2019,5361000.0,1569000000.0,1537000.0,6765000000.0
935,Japan,JPN,2019,31881000.0,29146000000.0,20081000.0,49209000000.0
936,Kazakhstan,KAZ,2019,8515000.0,2955000000.0,10707000.0,2922000000.0
937,Kyrgyzstan,KGZ,2019,8508000.0,519000000.0,5314000.0,708000000.0
938,Cambodia,KHM,2019,6611000.0,1162000000.0,2038000.0,5312000000.0
939,South Korea,KOR,2019,17503000.0,35339000000.0,28714000.0,25456000000.0
940,Kuwait,KWT,2019,8565000.0,15839000000.0,,1198000000.0
941,Laos,LAO,2019,4791000.0,1029000000.0,2690000.0,974000000.0
942,Lithuania,LTU,2019,6150000.0,,4881000.0,
943,Latvia,LVA,2019,8342000.0,,2384000.0,
944,Macao,MAC,2019,39406000.0,2034000000.0,1765000.0,41166000000.0
945,Morocco,MAR,2019,13109000.0,3102000000.0,2009000.0,9949000000.0
946,Mexico,MEX,2019,97406000.0,12300000000.0,82752000.0,25847000000.0
947,Malta,MLT,2019,3519000.0,,774000.0,
948,Myanmar,MMR,2019,4364000.0,214000000.0,,2501000000.0
949,Montenegro,MNE,2019,2510000.0,72000000.0,,1276000000.0
950,Malaysia,MYS,2019,26101000.0,13694000000.0,,22200000000.0
951,Netherlands,NLD,2019,20129000.0,22547400390.625,22045000.0,23723900390.625
952,Norway,NOR,2019,5879000.0,17683000000.0,8890000.0,7040000000.0
953,New Zealand,NZL,2019,3888000.0,,3225000.0,
954,Oman,OMN,2019,3506000.0,3406000000.0,6633000.0,3077000000.0
955,Panama,PAN,2019,2494000.0,1623000000.0,1226000.0,7052000000.0
956,Peru,PER,2019,5275000.0,3627399902.34375,3275000.0,4703000000.0
957,Philippines,PHL,2019,8261000.0,12926000000.0,,11455000000.0
958,Poland,POL,2019,88515000.0,10161000000.0,50600000.0,15712000000.0
959,Puerto Rico,PRI,2019,4931000.0,,,3612000000.0
960,Portugal,PRT,2019,17283000.0,6823000000.0,3100000.0,24592000000.0
961,Paraguay,PRY,2019,4368000.0,552000000.0,1192000.0,409000000.0
962,Qatar,QAT,2019,2136500.0,12528000000.0,,15647000000.0
963,Romania,ROU,2019,12815000.0,7172000000.0,23066000.0,4240000000.0
964,Russia,RUS,2019,24419000.0,40611000000.0,45330000.0,17235000000.0
965,Saudi Arabia,SAU,2019,20292000.0,16415000000.0,27196000.0,19849000000.0
966,Singapore,SGP,2019,19116000.0,,10711000.0,
967,El Salvador,SLV,2019,2639000.0,504000000.0,1899000.0,1664000000.0
968,Slovenia,SVN,2019,4702000.0,1771699951.17188,6049000.0,3353100097.65625
969,Sweden,SWE,2019,7616000.0,,19061000.0,
970,Syrian Arab Republic,SYR,2019,2424000.0,,,
971,Thailand,THA,2019,39916000.0,14969000000.0,10446000.0,64371000000.0
972,Tunisia,TUN,2019,9429000.0,889000000.0,2781000.0,2683000000.0
973,Turkiye,TUR,2019,51747000.0,5354000000.0,9651000.0,41415000000.0
974,Ukraine,UKR,2019,13710000.0,8907000000.0,29346000.0,2595000000.0
975,Uruguay,URY,2019,3480000.0,1424000000.0,2199000.0,2335000000.0
976,United States of America,USA,2019,165478000.0,186079000000.0,170930093.75,239447000000.0
977,Uzbekistan,UZB,2019,6749000.0,2753000000.0,8437000.0,1679000000.0
978,Virgin Islands (U.S.),VIR,2019,2074000.0,,,1031000000.0
979,Vietnam,VNM,2019,18009000.0,6460000000.0,,11830000000.0
980,South Africa,ZAF,2019,14797000.0,5866000000.0,,9064000000.0
981,Zimbabwe,ZWE,2019,2294000.0,257000000.0,3275000.0,285000000.0
982,United Arab Emirates,ARE,2010,,11818000000.0,,8577000000.0
983,Greece,GRC,2010,,3400000000.0,3799000.0,13857000000.0
984,United Arab Emirates,ARE,2011,,13206000000.0,,9204000000.0
985,Greece,GRC,2011,,3809000000.0,4941000.0,16269000000.0
986,United Arab Emirates,ARE,2012,,15072000000.0,,10924000000.0
987,Brunei,BRN,2012,,591000000.0,,92000000.0
988,Greece,GRC,2012,,3005000000.0,4681000.0,14665000000.0
989,United Arab Emirates,ARE,2013,,16188000000.0,,12389000000.0
990,Brunei,BRN,2013,,624000000.0,,96000000.0
991,United Arab Emirates,ARE,2014,,15848000000.0,,15221000000.0
992,Brunei,BRN,2014,,616000000.0,,79000000.0
993,Brunei,BRN,2015,,459000000.0,,147000000.0
994,Brunei,BRN,2010,,,,
995,Brunei,BRN,2011,,,,
996,Syrian Arab Republic,SYR,2012,,,,
997,Syrian Arab Republic,SYR,2013,,,,
998,Syrian Arab Republic,SYR,2014,,,,
999,Syrian Arab Republic,SYR,2015,,,,
126,Luxembourg,LUX,2010,805000.0,3626000000.0,1237000.0,4519000000.0
364,Luxembourg,LUX,2011,874000.0,3873000000.0,1643000.0,5358000000.0
602,Luxembourg,LUX,2012,950000.0,3094000000.0,1580000.0,5395000000.0
840,Luxembourg,LUX,2013,945000.0,3292000000.0,1624000.0,5629000000.0
1075,Luxembourg,LUX,2014,1038000.0,3359000000.0,1815000.0,6033000000.0
1313,Luxembourg,LUX,2015,1090000.0,2333000000.0,1702000.0,6182000000.0
1553,Luxembourg,LUX,2016,1054000.0,2048000000.0,1588000.0,5606000000.0
1789,Luxembourg,LUX,2017,1046000.0,2607000000.0,2346000.0,5472000000.0
2022,Luxembourg,LUX,2018,1018000.0,2872000000.0,2510000.0,5642000000.0
2250,Luxembourg,LUX,2019,1041000.0,3288000000.0,2548000.0,5645000000.0
189,Serbia,SRB,2010,683000.0,1103000000.0,,950000000.0
427,Serbia,SRB,2011,764000.0,1263000000.0,,1149000000.0
666,Serbia,SRB,2012,810000.0,1188000000.0,,1080000000.0
902,Serbia,SRB,2013,922000.0,1290000000.0,,1221000000.0
1138,Serbia,SRB,2014,1029000.0,1360000000.0,,1352000000.0
1377,Serbia,SRB,2015,1132000.0,1254000000.0,,1322000000.0
1617,Serbia,SRB,2016,1281000.0,1351000000.0,,1461000000.0
1851,Serbia,SRB,2017,1497000.0,1549000000.0,,1706000000.0
2083,Serbia,SRB,2018,1711000.0,1837000000.0,,1941000000.0
2309,Serbia,SRB,2019,1847000.0,2000000000.0,,2000000000.0
